Date,Open,High,Low,Close
7/6/2023,4422.62,4422.62,4385.05,4411.59
7/5/2023,4442.04,4454.06,4436.61,4446.82
7/3/2023,4449.45,4456.46,4442.29,4455.59
06/30/2023,4422.44,4458.48,4422.44,4450.38
06/29/2023,4374.94,4398.39,4371.97,4396.44
06/28/2023,4367.48,4390.35,4360.22,4376.86
06/27/2023,4337.36,4384.42,4335.00,4378.41
06/26/2023,4344.84,4362.06,4328.08,4328.82
06/23/2023,4354.17,4366.55,4341.34,4348.33
06/22/2023,4355.40,4382.25,4351.82,4381.89
06/21/2023,4380.01,4386.22,4360.14,4365.69
06/20/2023,4396.11,4400.15,4367.19,4388.71
06/16/2023,4442.70,4448.47,4407.44,4409.59
06/15/2023,4365.33,4439.20,4362.60,4425.84
06/14/2023,4366.29,4391.82,4337.85,4372.59
06/13/2023,4352.61,4375.37,4349.31,4369.01
6/12/2023,4308.32,4340.13,4304.37,4338.93
6/9/2023,4304.88,4322.62,4291.70,4298.86
6/8/2023,4268.69,4298.01,4261.07,4293.93
6/7/2023,4285.47,4299.19,4263.96,4267.52
6/6/2023,4271.34,4288.33,4263.09,4283.85
6/5/2023,4282.99,4299.28,4266.82,4273.79
6/2/2023,4241.01,4290.67,4241.01,4282.37
6/1/2023,4183.03,4232.43,4171.64,4221.02
05/31/2023,4190.74,4195.44,4166.15,4179.83
05/30/2023,4226.71,4231.10,4192.18,4205.52
05/26/2023,4155.98,4212.87,4156.16,4205.45
05/25/2023,4155.71,4165.74,4129.73,4151.28
05/24/2023,4132.96,4132.96,4103.98,4115.24
05/23/2023,4176.80,4185.68,4142.54,4145.58
05/22/2023,4190.78,4209.22,4179.68,4192.63
05/19/2023,4204.15,4212.91,4180.20,4191.98
05/18/2023,4157.68,4202.20,4153.50,4198.05
05/17/2023,4122.85,4164.67,4113.62,4158.77
05/16/2023,4127.95,4135.54,4109.86,4109.90
05/15/2023,4126.65,4141.25,4110.27,4136.28
5/12/2023,4138.54,4143.74,4099.12,4124.08
5/11/2023,4132.24,4132.80,4109.29,4130.62
5/10/2023,4143.74,4154.28,4098.92,4137.64
5/9/2023,4124.25,4130.35,4116.65,4119.17
5/8/2023,4136.98,4142.30,4123.81,4138.12
5/5/2023,4084.73,4147.02,4084.73,4136.25
5/4/2023,4082.55,4082.61,4048.28,4061.22
5/3/2023,4122.25,4148.30,4088.86,4090.75
5/2/2023,4164.10,4164.10,4089.72,4119.58
5/1/2023,4166.79,4186.92,4164.12,4167.87
04/28/2023,4129.63,4170.06,4127.18,4169.48
04/27/2023,4075.29,4138.24,4075.29,4135.35
04/26/2023,4087.78,4089.67,4049.35,4055.99
04/25/2023,4126.43,4126.43,4071.38,4071.63
04/24/2023,4132.07,4142.41,4117.77,4137.04
04/21/2023,4132.14,4138.02,4113.86,4133.52
04/20/2023,4130.48,4148.57,4114.57,4129.79
04/19/2023,4139.33,4162.57,4134.49,4154.52
04/18/2023,4164.26,4169.48,4140.36,4154.87
04/17/2023,4137.17,4151.72,4123.18,4151.32
04/14/2023,4140.11,4163.19,4113.20,4137.64
04/13/2023,4100.04,4150.26,4099.40,4146.22
4/12/2023,4121.72,4134.37,4086.94,4091.95
4/11/2023,4110.29,4124.26,4102.61,4108.94
4/10/2023,4085.20,4109.50,4072.55,4109.11
4/6/2023,4081.58,4107.32,4069.84,4105.02
4/5/2023,4094.50,4099.69,4072.56,4090.38
4/4/2023,4128.03,4133.13,4086.87,4100.60
4/3/2023,4102.20,4127.66,4098.79,4124.51
03/31/2023,4056.18,4110.75,4056.18,4109.31
03/30/2023,4046.74,4057.85,4032.10,4050.83
03/29/2023,3999.53,4030.59,3999.53,4027.81
03/28/2023,3974.13,3979.20,3951.53,3971.27
03/27/2023,3982.93,4003.83,3970.49,3977.53
03/24/2023,3939.21,3972.74,3909.16,3970.99
03/23/2023,3959.21,4007.66,3919.05,3948.72
03/22/2023,4002.04,4039.49,3936.17,3936.97
03/21/2023,3975.89,4009.08,3971.19,4002.87
03/20/2023,3917.47,3956.62,3916.89,3951.57
03/17/2023,3958.69,3958.91,3901.27,3916.64
03/16/2023,3878.93,3964.46,3864.11,3960.28
03/15/2023,3876.74,3894.26,3838.24,3891.93
03/14/2023,3894.01,3937.29,3873.63,3919.29
03/13/2023,3835.12,3905.05,3808.86,3855.76
3/10/2023,3912.77,3934.05,3846.32,3861.59
3/9/2023,3998.66,4017.81,3908.70,3918.32
3/8/2023,3987.55,4000.41,3969.76,3992.01
3/7/2023,4048.26,4050.00,3980.31,3986.37
3/6/2023,4055.15,4078.49,4044.61,4048.42
3/3/2023,3998.02,4048.29,3995.17,4045.64
3/2/2023,3938.68,3990.84,3928.16,3981.35
3/1/2023,3963.34,3971.73,3939.05,3951.39
02/28/2023,3977.19,3997.50,3968.98,3970.15
02/27/2023,3992.36,4018.05,3973.55,3982.24
02/24/2023,3973.24,3978.25,3943.08,3970.04
02/23/2023,4018.60,4028.30,3969.19,4012.32
02/22/2023,4001.83,4017.37,3976.90,3991.05
02/21/2023,4052.35,4052.35,3995.19,3997.34
02/17/2023,4077.73,4081.51,4047.95,4079.09
02/16/2023,4114.75,4136.54,4089.49,4090.41
02/15/2023,4119.50,4148.11,4103.98,4147.60
02/14/2023,4126.70,4159.77,4095.01,4136.13
02/13/2023,4096.62,4138.90,4092.67,4137.29
2/10/2023,4068.92,4094.36,4060.79,4090.46
2/9/2023,4144.25,4156.23,4069.67,4081.50
2/8/2023,4153.47,4156.85,4111.67,4117.86
2/7/2023,4105.35,4176.54,4088.39,4164.00
2/6/2023,4119.57,4124.63,4093.38,4111.08
2/3/2023,4136.69,4182.36,4123.36,4136.48
2/2/2023,4158.68,4195.44,4141.88,4179.76
2/1/2023,4070.07,4148.95,4037.20,4119.21
01/31/2023,4020.85,4077.16,4020.44,4076.60
01/30/2023,4049.27,4063.85,4015.55,4017.77
01/27/2023,4053.72,4094.21,4048.70,4070.56
01/26/2023,4036.08,4061.57,4013.29,4060.43
01/25/2023,3982.71,4019.55,3949.06,4016.22
01/24/2023,4001.74,4023.92,3989.79,4016.95
01/23/2023,3978.14,4039.31,3971.64,4019.81
01/20/2023,3909.04,3972.96,3897.86,3972.61
01/19/2023,3911.84,3922.94,3885.54,3898.85
01/18/2023,4002.25,4014.16,3926.59,3928.86
01/17/2023,3999.28,4015.39,3984.57,3990.97
01/13/2023,3960.32,4003.95,3947.67,3999.09
1/12/2023,3977.57,3997.76,3937.56,3983.17
1/11/2023,3932.35,3970.07,3928.54,3969.61
1/10/2023,3888.57,3919.83,3877.29,3919.25
1/9/2023,3910.82,3950.57,3890.42,3892.09
1/6/2023,3823.37,3906.19,3809.56,3895.08
1/5/2023,3839.74,3839.74,3802.42,3808.10
1/4/2023,3840.36,3873.16,3815.77,3852.97
1/3/2023,3853.29,3878.46,3794.33,3824.14
12/30/2022,3828.85,3839.85,3800.34,3839.50
12/29/2022,3805.45,3858.19,3805.45,3849.28
